cluster,cluster_label,type,year,title,abstract,city,country,theme_primary,case_study_flag,id
62,Industrial Fermentation,patent,2013,"CONVERSION OF NATURAL PRODUCTS INCLUDING CELLULOSE TO HYDROCARBONS, HYDROGEN AND/OR OTHER RELATED COMPOUNDS","A process for the conversion of sugars and/or other biomass to produce hydrocarbons, hydrogen, and/or other related compounds is described. In one aspect, the process includes fermenting biomass to produce one or more organic intermediates, for example, a carboxylic acid, and optionally, hydrogen. The carboxylic acids may then be decarboxylated to produce carbon dioxide and one or more hydrocarbon compounds. Also described are steps to further react the hydrocarbon compounds to form polymers, hydrocarbon compounds having at least 4 carbon atoms, or the like.",Boston,US,,False,63176y10131e2s66534y5l4e6w161g561qv024
62,Industrial Fermentation,patent,2013,Microbial production of 3-hydroxyacids from glucose and glycolate,"The invention relates to recombinant cells and their use in the production of 3-hydroxyacids such as 3,4-dihydroxybutyrate and 3-hydroxybutyrolactone.",North Wales,US,,False,3f565k2t45432su6224z476w302s1z6p16116n
62,Industrial Fermentation,patent,2013,Carbon Capture in Fermentation,"The invention relates to methods of capturing carbon by microbial fermentation of a gaseous substrate comprising CO. The methods of the invention include converting CO to one or more products including alcohols and/or acids and optionally capturing CO2 to improve overall carbon capture. In certain aspects, the invention relates to processes for producing alcohols, particularly ethanol, from industrial waste streams, particularly steel mill off-gas.",Auckland,NZ,,True,2t3z1i1y5v1e5vnm6s4rq2a5e5br632lx64
62,Industrial Fermentation,patent,2013,"Methods and compositions for improving sugar transport, mixed sugar fermentation, and production of biofuels","The present disclosure relates to host cells containing a recombinant polynucleotide encoding a polypeptide where the polypeptide transports cellodextrin into the cell. The present disclosure further relates to methods of increasing transport of cellodextrin into a cell, methods of increasing growth of a cell on a medium containing cellodextrin, methods of co-fermenting cellulose-derived and hemicellulose-derived sugars, and methods of making hydrocarbons or hydrocarbon derivatives by providing a host cell containing a recombinant polynucleotide encoding a polypeptide where the polypeptide transports cellodextrin into the cell. The present disclosure relates to host cells containing a recombinant polynucleotide encoding a polypeptide where the polypeptide transports a pentose into the cell, methods of increasing transport of a pentose into a cell, methods of increasing growth of a cell on a medium containing pentose sugars, and methods of making hydrocarbons or hydrocarbon derivatives by providing a host cell containing a recombinant polynucleotide encoding a polypeptide where the polypeptide transports a pentose into the cell.",Orinda,US,,True,462q686d4s624lk62j4u1554q5n63443l1m4
62,Industrial Fermentation,patent,2013,DIRECT LIQUID FUEL CELL HAVING HYDRAZINE OR DERIVATIVES THEREOF AS FUEL,"A fueled cell system comprising: an anode compartment comprising a compound having the formula R1R2N&#x2014;NR3R4, a salt, a hydrate or a solvate thereof, as fuel, and a catalyst layer which comprises copper or a copper alloy; a cathode compartment comprising an oxidant; and a separator interposed between said cathode and said anode compartments, wherein each of R1-R4 is independently selected from the group consisting of hydrogen, alkyl, alkenyl, alkynyl, heteroalicyclic, alkoxy, carboxy, ketone, amide, hydrazide and amine, provided that at least one of R1-R4 is hydrogen.",Rechovot,IL,,False,5d653u6w6u2p4c4i322p1k4s6075v586xt6zg
62,Industrial Fermentation,patent,2013,METHOD FOR PRODUCING OPTICALLY ACTIVE ALCOHOLS,"The present invention relates to a multi-stage process for producing substituted, optically active alcohols, comprising an enzyme-catalyzed synthesis step, in particular a synthesis step which is catalyzed by an alcohol dehydrogenase. The inventive method is particularly suitable for producing phenylephrine, i.e. 3-[(1R)-1-hydroxy-2-methylamino-ethyl]-phenol.",Darmstadt,DE,,False,3c20i2k2y2a6k5130g6d74a2q5ib9524h6u
62,Industrial Fermentation,patent,2013,OPTIMISED FERMENTATION MEDIA,"The invention relates to improvements in the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to the provision of an improved fermentation media, comprising nickel, to a fermentation system such that one or more micro-organisms convert a substrate comprising CO to one or more alcohols, such as ethanol. In particular embodiments, a microbial culture is provided with at least 10 &#x3bc;M nickel, such that CO uptake by the microbial culture increases and ethanol productivity improves.",Auckland,NZ,,False,70wc3a1c412f714u6m303i106a6y1ax66y3d
62,Industrial Fermentation,patent,2013,Fermentation of CO by using an electrical potential,The invention relates to methods for improving the efficiency of carbon capture in microbial fermentation of a gaseous substrate comprising CO and/or H2. In certain aspects the invention relates to improving the efficiency of carbon capture in the microbial fermentation of gaseous substrate comprising CO and/or H2 to produce alcohol(s) and/or acid(s). In particular the invention relates to methods for improving the efficiency of carbon capture in carboxydotrophic fermentation.,Auckland,NZ,,True,4d3w2m5n294j142s2i4th2a6b505s2uj43552y
62,Industrial Fermentation,patent,2013,"Metabolically enhanced photoautotrophic ethanol producing host cells, method for producing the host cells, constructs for the transformation of the host cells, and method of producing ethanol using the host cells","One embodiment of the invention provides a metabolically enhanced photoautotrophic, ethanol producing host cell comprising: at least two first metabolic enhancements reducing the enzymatic activity or affinity of at least two endogenous host cell enzymes involved in acetate and lactate fermentation, the first metabolic enhancements resulting in an enhanced level of biosynthesis of acetaldehyde, pyruvate, acetyl-CoA or precursors thereof compared to the respective wild type host cell, at least one second metabolic enhancement different from the first metabolic enhancement comprising an overexpressed enzyme for the formation of ethanol.",Kleinmachnow,DE,,True,1x1t604w6w31325d1d4y2k383w6c2f23502s4d
62,Industrial Fermentation,patent,2013,Preparing method for (S)-3hydroxybutyric acid and (S)-3 hydroxybutyrate ester using recombinant microorganism,"A method of synthesizing optically-active (S)-3-hydroxybutyric acid and (S)-3-hydroxybutyrate ester using a mutated microorganism is provided. More particularly, a mutated microorganism for preparing (S)-3-hydroxybutyric acid transformed with a gene encoding &#x3b2;-ketothiolase, a gene encoding (S)-3-hydroxybutyryl CoA dehydrogenase and a gene encoding acyl CoA hydrolase; a method of preparing (S)-3-hydroxybutyric acid using the mutated microorganism; a mutated microorganism for preparing (S)-3-hydroxybutyrate ester transformed with a gene encoding &#x3b2;-ketothiolase, a gene encoding (S)-3-hydroxybutyryl CoA dehydrogenase, a gene encoding acyl CoA hydrolase and a gene encoding lipase; and a method of preparing (S)-3-hydroxybutyrate ester using the mutated microorganism are provided. Accordingly, (S)-3-hydroxybutyric acid with high optical purity may be produced from acetyl CoA produced in glycolysis of a microorganism by a simple process involving the manipulation of a metabolic pathway by a recombinant gene introduced into the microorganism without using a high-cost metal catalyst or a substrate. Further, (S)-3-hydroxybutyrate ester and lactone of (S)-3-hydroxybutyrate ester may be simply produced from (S)-3-hydroxybutyric acid produced by the above method using lipase.",Daejeon,KR,,False,5zz5kk6wy536l4r3lh325v11v2j16682y1w
62,Industrial Fermentation,patent,2013,MUTANT METHYLGLYOXAL SYNTHASE (MGS) FOR THE PRODUCTION OF A BIOCHEMICAL BY FERMENTATION,"The present invention concerns a method for the production of a biochemical selected among lactic acid, acetol and 1,2-propanediol, comprising culturing a microorganism modified for an improved production of the biochemical selected among lactic acid, acetol and 1,2-propanediol in an appropriate culture medium and recovery of the desired biochemical which may be further purified wherein the microorganism expresses a methylglyoxal synthase (MGS) enzyme which activity is not inhibited by orthophosphate. The present invention concerns a mutant methylglyoxal synthase (MGS) comprising at least one amino acid residue in the protein sequence of the parent enzyme replaced by a different amino acid residue at the same position wherein the mutant enzyme has retained more than 50% of the methylglyoxal synthase activity of the parent enzyme and the methylglyoxal synthase activity of the mutant MGS is not inhibited by orthophosphate as compared to the parent enzyme.",Montrond Les Bains,FR,,False,2z1134x205n2q2o4g4l6g226t46621k3mm5k19
62,Industrial Fermentation,patent,2013,BACILLUS COAGULANS STRAIN USED IN PRODUCING L-LACTIC ACID AND USE THEREOF,"The invention is concerned with the strains of B. coagulans for lactic acid production and the related methods, in which the carbon sources are pentose or hexose or the agricultural or industrial wastes containing pentose or hexose or a mixture of both. According to the invention, the highest amount of L -lactic acid produced from glucose is 173 g/L, the optical purity is over 99%, the yield is up to 0.98, and the productivity is up to 2.4 g/L per hour. The highest amount of L -lactic acid produced from xylose is 195 g/L, the optical purity is over 99%, the yield is up to 0.98, and the productivity is up to 2.7 g/L per hour. The highest amount of L -lactic acid produced from reducing sugars in xylitol byproducts is 106 g/L, the optical purity is over 99%, and the productivity is up to 2.08 g/L per hour. The B. coagulans strains XZL4 (DSM No. 23183) and XZL9 (DSM No. 23184) of the invention can directly utilize various reducing sugars in xylitol byproducts to produce high amounts of L -lactic acid, which improves the production efficiency at low costs, and the strains are, thus, appropriate for industrial productions.",Shanghai,CN,,False,5816a3g2x5e1a2n67f5o6g6mo223314r1ge
