pmcid,pmid,doi,title,abstract,year,journal,authors,matched_parts,retrieval_reason
PMC10708014,38067556,10.3390/molecules28237825,The Construction of the Self-Induced Sal System and Its Application in Salicylic Acid Production,"The design and construction of more complex and delicate genetic control circuits suffer from poor orthogonality in quorum sensing (QS) systems. The Sal system, which relies on salicylic acid as a signaling molecule, is an artificially engineered regulatory system with a structure that differs significantly from that of natural QS signaling molecules. Salicylic acid is an important drug precursor, mainly used in the production of drugs such as aspirin and anti-HIV drugs. However, there have been no reports on the construction of a self-induced Sal system in single cells. In this study, a high-copy plasmid backbone was used to construct the regulatory proteins and a self-induced promoter of salicylic acid in E. coli by adjusting the precise regulation of key gene expression; the sensitivity and induction range of this system were improved. Subsequently, the exogenous gene pchBA was introduced in E. coli to extend the shikimate pathway and synthesize salicylic acid, resulting in the construction of the first complete self-induced Sal system. Finally, the self-induced Sal System was combined with artificial trans-encoded sRNAs (atsRNAs) to repress the growth-essential gene ppc and accumulate the precursor substance PEP, thereby increasing the titer of salicylic acid by 151%. This construction of a self-induced artificial system introduces a new tool for selecting communication tools and induction systems in synthetic biology and metabolic engineering, but also demonstrates a self-inducible pathway design strategy for salicylic acid biosynthesis.",2023,Molecules,"Jin X., Gao Y., Chen X., Wang S., Qi Q., Liang Q.",BBa_B0025;BBa_B0035,biobrick_fulltext_search
PMC10681173,38011088,10.1371/journal.pone.0294760.r004,Assessment of oligomerization of bacterial micro-compartment shell components with the tripartite GFP reporter technology,"Bacterial micro-compartments (BMC) are complex macromolecular assemblies that participate in varied metabolic processes in about 20% of bacterial species. Most of these organisms carry BMC genetic information organized in operons that often include several paralog genes coding for components of the compartment shell. BMC shell constituents can be classified depending on their oligomerization state as hexamers (BMC-H), pentamers (BMC-P) or trimers (BMC-T). Formation of hetero-oligomers combining different protein homologs is theoretically feasible, something that could ultimately modify BMC shell rigidity or permeability, for instance. Despite that, it remains largely unknown whether hetero-oligomerization is a widespread phenomenon. Here, we demonstrated that the tripartite GFP (tGFP) reporter technology is an appropriate tool that might be exploited for such purposes. Thus, after optimizing parameters such as the size of linkers connecting investigated proteins to GFP10 or GFP11 peptides, the type and strength of promoters, or the impact of placing coding cassettes in the same or different plasmids, homo-oligomerization processes could be successfully monitored for any of the three BMC shell classes. Moreover, the screen perfectly reproduced published data on hetero-association between couples of CcmK homologues from Syn. sp. PCC6803, which were obtained following a different approach. This study paves the way for mid/high throughput screens to characterize the extent of hetero-oligomerization occurrence in BMC-possessing bacteria, and most especially in organisms endowed with several BMC types and carrying numerous shell paralogs. On the other hand, our study also unveiled technology limitations deriving from the low solubility of one of the components of this modified split-GFP approach, the GFP1-9.",2023,PLOS ONE,"Barthe L., Soldan V., Garcia-Alles L., Gasset M., Gasset M., Gasset M.",BBa_J23103;BBa_J23105;BBa_J23106;BBa_J23109;BBa_J23110;BBa_J23115,biobrick_fulltext_search
PMC10661042,37916512,10.1021/acssynbio.3c00151,"Investigating
and Modeling the Factors That Affect
Genetic Circuit Performance"," Over the past 2 decades, synthetic biology has yielded
ever more
complex genetic circuits that are able to perform sophisticated functions
in response to specific signals. Yet, genetic circuits are not immediately
transferable to an outside-the-lab setting where their performance
is highly compromised. We propose introducing a broader test step
to the design–build–test–learn workflow to include
factors that might contribute to unexpected genetic circuit performance.
As a proof of concept, we have designed and evaluated a genetic circuit
in various temperatures, inducer concentrations, nonsterilized soil
exposure, and bacterial growth stages. We determined that the circuit’s
performance is dramatically altered when these factors differ from
the optimal lab conditions. We observed significant changes in the
time for signal detection as well as signal intensity when the genetic
circuit was tested under nonoptimal lab conditions. As a learning
effort, we then proceeded to generate model predictions in untested
conditions, which is currently lacking in synthetic biology application
design. Furthermore, broader test and learn steps uncovered a negative
correlation between the time it takes for a gate to turn ON and the
bacterial growth phases. As the synthetic biology discipline transitions
from proof-of-concept genetic programs to appropriate and safe application
implementations, more emphasis on test and learn steps (i.e., characterizing
parts and circuits for a broad range of conditions) will provide missing
insights on genetic circuit behavior outside the lab.",2023,ACS Synthetic Biology,"Zilberzwige-Tal S., Fontanarrosa P., Bychenko D., Dorfan Y., Gazit E., Myers C.",BBa_B0064,biobrick_fulltext_search
PMC10604247,37893018,10.3390/biomedicines11102645,Novel Genetically Engineered Probiotics for Targeted Elimination of Pseudomonas aeruginosa in Intestinal Colonization,"The intestinal carriage rates of Pseudomonas aeruginosa are notably elevated in immunosuppressed individuals and hospitalized patients, increasing the risk of infection and antibiotic-associated diarrhea. A potential solution to this issue lies in autonomous antibacterial therapy, remaining inactive until a pathogen is detected, and releasing antibacterial compounds on demand to eliminate the pathogen. This study focuses on the development of genetically engineered probiotics capable of detecting and eradicating P. aeruginosa by producing and secreting PA2-GNU7, a P. aeruginosa-selective antimicrobial peptide (AMP), triggered by the presence of P. aeruginosa quorum-sensing molecule N-(3-oxododecanoyl)-L-homoserine lactone (3OC12HSL). To achieve this goal, plasmid-based systems were constructed to produce AMPs in response to 3OC12HSL and secrete them into the extracellular medium using either the microcin V secretion system or YebF as a carrier protein. Following the transfer of these plasmid-based systems to Escherichia coli Nissle 1917 (EcN), we successfully demonstrated the ability of the engineered EcN to express and secrete PA2-GNU7, leading to the inhibition of P. aeruginosa growth in vitro. In addition, in a mouse model of intestinal P. aeruginosa colonization, the administration of engineered EcN resulted in reduced levels of P. aeruginosa in both the feces and the colon. These findings suggest that engineered EcN holds promise as a potential option for combating intestinal P. aeruginosa colonization, thus mitigating the risk of future endogenous infections in vulnerable patients.",2023,Biomedicines,"Kim H., Jang J., Jung I., Kim H., Cho J.",BBa_B0015;BBa_J23100;BBa_J23105;BBa_J23118;BBa_K649000,biobrick_fulltext_search
PMC10562447,37813854,10.1038/s41467-023-41899-y,Deep flanking sequence engineering for efficient promoter design using DeepSEED,"Designing promoters with desirable properties is essential in synthetic biology. Human experts are skilled at identifying strong explicit patterns in small samples, while deep learning models excel at detecting implicit weak patterns in large datasets. Biologists have described the sequence patterns of promoters via transcription factor binding sites (TFBSs). However, the flanking sequences of cis-regulatory elements, have long been overlooked and often arbitrarily decided in promoter design. To address this limitation, we introduce DeepSEED, an AI-aided framework that efficiently designs synthetic promoters by combining expert knowledge with deep learning techniques. DeepSEED has demonstrated success in improving the properties of Escherichia coli constitutive, IPTG-inducible, and mammalian cell doxycycline (Dox)-inducible promoters. Furthermore, our results show that DeepSEED captures the implicit features in flanking sequences, such as k-mer frequencies and DNA shape features, which are crucial for determining promoter properties. Designing promoters with desired properties is crucial in synthetic biology. Here, authors introduce DeepSEED, an AI-aided flanking sequence optimisation framework which combines expert knowledge with deep learning techniques to efficiently design promoters in both eukaryotic and prokaryotic cells.",2023,Nature Communications,"Zhang P., Wang H., Xu H., Wei L., Liu L., Hu Z., Wang X.",BBa_B0015;BBa_J23114;BBa_J23118;BBa_J23119,biobrick_fulltext_search
PMC10568318,37840709,10.3389/fmicb.2023.1268315,Identification and functional analysis of novel protein-encoding sequences related to stress-resistance,"Currently, industrial bioproducts are less competitive than chemically produced goods due to the shortcomings of conventional microbial hosts. Thus, is essential developing robust bacteria for improved cell tolerance to process-specific parameters. In this context, metagenomic approaches from extreme environments can provide useful biological parts to improve bacterial robustness. Here, in order to build genetic constructs that increase bacterial resistance to diverse stress conditions, we recovered novel protein-encoding sequences related to stress-resistance from metagenomic databases using an in silico approach based on Hidden-Markov-Model profiles. For this purpose, we used metagenomic shotgun sequencing data from microbial communities of extreme environments to identify genes encoding chaperones and other proteins that confer resistance to stress conditions. We identified and characterized 10 novel protein-encoding sequences related to the DNA-binding protein HU, the ATP-dependent protease ClpP, and the chaperone protein DnaJ. By expressing these genes in Escherichia coli under several stress conditions (including high temperature, acidity, oxidative and osmotic stress, and UV radiation), we identified five genes conferring resistance to at least two stress conditions when expressed in E. coli. Moreover, one of the identified HU coding-genes which was retrieved from an acidic soil metagenome increased E. coli tolerance to four different stress conditions, implying its suitability for the construction of a synthetic circuit directed to expand broad bacterial resistance.",2023,Frontiers in Microbiology,"Huanca-Juarez J., Nascimento-Silva E., Silva N., Silva-Rocha R., Guazzaroni M.",BBa_B0034;BBa_J23106,biobrick_fulltext_search
PMC10631719,37939173,10.1126/sciadv.adg5296,Deep-learning–assisted Sort-Seq enables high-throughput profiling of gene expression characteristics with high precision,"Owing to the nondeterministic and nonlinear nature of gene expression, the steady-state intracellular protein abundance of a clonal population forms a distribution. The characteristics of this distribution, including expression strength and noise, are closely related to cellular behavior. However, quantitative description of these characteristics has so far relied on arrayed methods, which are time-consuming and labor-intensive. To address this issue, we propose a deep-learning–assisted Sort-Seq approach (dSort-Seq) in this work, enabling high-throughput profiling of expression properties with high precision. We demonstrated the validity of dSort-Seq for large-scale assaying of the dose-response relationships of biosensors. In addition, we comprehensively investigated the contribution of transcription and translation to noise production in Escherichia coli, from which we found that the expression noise is strongly coupled with the mean expression level. We also found that the transcriptional interference caused by overlapping RpoD-binding sites contributes to noise production, which suggested the existence of a simple and feasible noise control strategy in E. coli. A high-throughput approach is developed to precisely measure gene expression strength and noise.",2023,Science Advances,"Feng H., Li F., Wang T., Xing X., Zeng A., Zhang C.",BBa_J61106,biobrick_fulltext_search
PMC10602556,37713073,10.1002/advs.202301730,Living Material with Temperature‐Dependent Light Absorption,"Engineered living materials (ELMs) exhibit desirable characteristics of the living component, including growth and repair, and responsiveness to external stimuli. Escherichia coli (E. coli) are a promising constituent of ELMs because they are very tractable to genetic engineering, produce heterologous proteins readily, and grow exponentially. However, seasonal variation in ambient temperature presents a challenge in deploying ELMs outside of a laboratory environment because E. coli growth rate is impaired both below and above 37 °C. Here, a genetic circuit is developed that controls the expression of a light‐absorptive chromophore in response to changes in temperature. It is demonstrated that at temperatures below 36 °C, the engineered E. coli increase in pigmentation, causing an increase in sample temperature and growth rate above non‐pigmented counterparts in a model planar ELM. On the other hand, at above 36 °C, they decrease in pigmentation, protecting the growth compared to bacteria with temperature‐independent high pigmentation. Integrating the temperature‐responsive circuit into an ELM has the potential to improve living material performance by optimizing growth and protein production in the face of seasonal temperature changes. Escherichia coli (E. coli) are a promising constituent of engineered living materials (ELMs), but growth slows below and above 37 °C. E. coli is engineered to enable temperature‐controlled expression of a light‐absorptive chromophore in a model planar ELM. When grown below 36 °C, the cells produce pigment, absorbing light and increasing in temperature and growth rate above a non‐pigmented strain. When grown above 36 °C, the ELM remains unpigmented, protecting growth compared to a strain with always‐on pigmentation.",2023,Advanced Science,"Xiong L., Garrett M., Kornfield J., Shapiro M.",BBa_B1002;BBa_I11012,biobrick_fulltext_search
PMC10679819,38025790,10.1016/j.isci.2023.108332,Trade-offs constrain adaptive pathways to the type VI secretion system survival,"The Type VI Secretion System (T6SS) is a nano-harpoon used by many bacteria to inject toxins into neighboring cells. While much is understood about mechanisms of T6SS-mediated toxicity, less is known about the ways that competitors can defend themselves against this attack, especially in the absence of their own T6SS. Here we subjected eight replicate populations of Escherichia coli to T6SS attack by Vibrio cholerae. Over ∼500 generations of competition, isolates of the E. coli populations evolved to survive T6SS attack an average of 27-fold better, through two convergently evolved pathways: apaH was mutated in six of the eight replicate populations, while the other two populations each had mutations in both yejM and yjeP. However, the mutations we identified are pleiotropic, reducing cellular growth rates, and increasing susceptibility to antibiotics and elevated pH. These trade-offs help us understand how the T6SS shapes the evolution of bacterial interactions. •E. coli evolved 27-fold higher resistance to V. cholerae T6SS after 500 generations•Convergent evolution reveals just mutational pathways for improving T6SS survival•A mechanosensitive channel gene mutation provides broad spectrum resistance to T6SS•Mutations improving T6SS survival reduce growth, revealing an evolutionary tradeoff E. coli evolved 27-fold higher resistance to V. cholerae T6SS after 500 generations Convergent evolution reveals just mutational pathways for improving T6SS survival A mechanosensitive channel gene mutation provides broad spectrum resistance to T6SS Mutations improving T6SS survival reduce growth, revealing an evolutionary tradeoff Bacteriology; Biological sciences; Evolutionary mechanisms",2023,iScience,"MacGillivray K., Ng S., Wiesenfeld S., Guest R., Jubery T., Silhavy T., Ratcliff W., Hammer B.",BBa_J23119,biobrick_fulltext_search
PMC10651486,37853129,10.1038/s41586-023-06612-5,Bacteriophages suppress CRISPR–Cas immunity using RNA-based anti-CRISPRs,"Many bacteria use CRISPR–Cas systems to combat mobile genetic elements, such as bacteriophages and plasmids1. In turn, these invasive elements have evolved anti-CRISPR proteins to block host immunity2,3. Here we unveil a distinct type of CRISPR–Cas Inhibition strategy that is based on small non-coding RNA anti-CRISPRs (Racrs). Racrs mimic the repeats found in CRISPR arrays and are encoded in viral genomes as solitary repeat units4. We show that a prophage-encoded Racr strongly inhibits the type I-F CRISPR–Cas system by interacting specifically with Cas6f and Cas7f, resulting in the formation of an aberrant Cas subcomplex. We identified Racr candidates for almost all CRISPR–Cas types encoded by a diverse range of viruses and plasmids, often in the genetic context of other anti-CRISPR genes5. Functional testing of nine candidates spanning the two CRISPR–Cas classes confirmed their strong immune inhibitory function. Our results demonstrate that molecular mimicry of CRISPR repeats is a widespread anti-CRISPR strategy, which opens the door to potential biotechnological applications6. In response to bacterial CRISPR–Cas immunity, phages and plasmids have evolved small non-coding RNA anti-CRISPRs, known as Racrs, that sequester Cas proteins in abberrant complexes and thereby inhibit immunity.",2023,Nature,"Camara-Wilpert S., Mayo-Muñoz D., Russel J., Fagerlund R., Madsen J., Fineran P., Sørensen S., Pinilla-Redondo R.",BBa_J23100;BBa_J23110;BBa_J23112,biobrick_fulltext_search
PMC10563301,37817206,10.1186/s12934-023-02212-0,Improved production of β-carotene in light-powered Escherichia coli by co-expression of Gloeobacter rhodopsin expression,"Providing sufficient and usable energy for the cell factory has long been a heated issue in biosynthesis as solar energy has never been rooted out from the strategy for improvement, and turning Escherichia coli (E. coli) into a phototrophic host has multiple captivating qualities for biosynthesis. In this study, β-carotene was a stable compound for production in E. coli with the expression of four enzymes (CrtE, CrtB, CrtI, CrtY) for production due to its light-harvesting feature as an antenna pigment and as an antioxidant and important precursor for human health. The expression of Gloeobacter rhodopsin (GR) in microbial organisms was proved to have potential for application. The expression of fusion protein, GR-GFP, in E. coli showed visible GFP signal under fluorescent microscopy, and its in vivo proton pumping activity signal can be detected in induced photocurrent by electrodes on the chip under intervals of illumination. To assess the phototrophic synthesis ability of the host strain compared to wild-type and vector control strain in chemostat batch with illumination, the expression of red fluorescent protein (RFP) as a target protein showed its yield improvement in protein assay and also reflected its early dominance in RFP fluorescence signal during the incubation, whereas the synthesis of β-carotene also showed yield increase by 1.36-fold and 2.32-fold compared with its wildtype and vector control strain. To investigate the effect of GR-GFP on E. coli, the growth of the host showed early rise into the exponential phase compared to the vector control strain and glucose turnover rate was elevated in increased glucose intake rate and upregulation of ATP-related genes in glycolysis (PtsG, Pgk, Pyk). We reported the first-time potential application of GR in the form of fusion protein GR-GFP. Expression of GR-GFP in E. coli improved the production of β-carotene and RFP. Our work provides a strain of E. coli harboring phototrophic metabolism, thus paving path to a more sustainable and scalable production of biosynthesis.",2023,Microbial Cell Factories,"Lee C., Chen K., Chiang C., Kao H., Yu H., Lee H., Chen W.",BBa_J04450,biobrick_fulltext_search
PMC10618820,37839774,10.1016/j.molmet.2023.101823,Changes in liver metabolic pathways demonstrate efficacy of the combined dietary and microbial therapeutic intervention in MASLD mouse model,"Metabolic dysfunction-associated steatotic liver disease (MASLD), formerly known as non-alcoholic fatty liver disease (NAFLD), is the most prevalent liver disease globally, yet no therapies are approved. The effects of Escherichia coli Nissle 1917 expressing aldafermin, an engineered analog of the intestinal hormone FGF19, in combination with dietary change were investigated as a potential treatment for MASLD. MASLD was induced in C57BL/6J male mice by American lifestyle-induced obesity syndrome diet and then switched to a standard chow diet for seven weeks. In addition to the dietary change, the intervention group received genetically engineered E. coli Nissle expressing aldafermin, while control groups received either E. coli Nissle vehicle or no treatment. MASLD-related plasma biomarkers were measured using an automated clinical chemistry analyzer. The liver steatosis was assessed by histology and bioimaging analysis using Fiji (ImageJ) software. The effects of the intervention in the liver were also evaluated by RNA sequencing and liquid-chromatography-based non-targeted metabolomics analysis. Pathway enrichment studies were conducted by integrating the differentially expressed genes from the transcriptomics findings with the metabolites from the metabolomics results using Ingenuity pathway analysis. After the intervention, E. coli Nissle expressing aldafermin along with dietary changes reduced body weight, liver steatosis, plasma aspartate aminotransferase, and plasma cholesterol levels compared to the two control groups. The integration of transcriptomics with non-targeted metabolomics analysis revealed the downregulation of amino acid metabolism and related receptor signaling pathways potentially implicated in the reduction of hepatic steatosis and insulin resistance. Moreover, the downregulation of pathways linked to lipid metabolism and changes in amino acid-related pathways suggested an overall reduction of oxidative stress in the liver. These data support the potential for using engineered microbial therapeutics in combination with dietary changes for managing MASLD. Image 1 •Aldafermin-producing microbial therapeutic demonstrate MASLD alleviation in mice.•The intervention improves hepatic steatosis, body weight and MASLD plasma biomarkers.•The hepatic amino acids & lipid metabolism is affected by the intervention.•Metabolic pathways changes reveal insulin resistance & oxidative stress alleviation. Aldafermin-producing microbial therapeutic demonstrate MASLD alleviation in mice. The intervention improves hepatic steatosis, body weight and MASLD plasma biomarkers. The hepatic amino acids & lipid metabolism is affected by the intervention. Metabolic pathways changes reveal insulin resistance & oxidative stress alleviation.",2023,Molecular Metabolism,"Iannone V., Babu A., Lok J., Gómez-Gallego C., D'Auria G., Vazquez-Uribe R., Vaaben T., Bongers M., Mikkonen S., Vaittinen M.",BBa_J23101,biobrick_fulltext_search
PMC10547716,37789111,10.1038/s42003-023-05363-3,A versatile regulatory toolkit of arabinose-inducible artificial transcription factors for Enterobacteriaceae,"The Gram-negative bacteria Salmonella enterica and Escherichia coli are important model organisms, powerful prokaryotic expression platforms for biotechnological applications, and pathogenic strains constitute major public health threats. To facilitate new approaches for research and biotechnological applications, we here develop a set of arabinose-inducible artificial transcription factors (ATFs) using CRISPR/dCas9 and Arabidopsis-derived DNA-binding proteins to control gene expression in E. coli and Salmonella over a wide inducer concentration range. The transcriptional output of the different ATFs, in particular when expressed in Salmonella rewired for arabinose catabolism, varies over a wide spectrum (up to 35-fold gene activation). As a proof-of-concept, we use the developed ATFs to engineer a Salmonella two-input biosensor strain, SALSOR 0.2 (SALmonella biosenSOR 0.2), which detects and quantifies alkaloid drugs through a measurable fluorescent output. Moreover, we use plant-derived ATFs to regulate β-carotene biosynthesis in E. coli, resulting in ~2.1-fold higher β-carotene production compared to expression of the biosynthesis pathway using a strong constitutive promoter. Arabinose-inducible artificial transcription factors were developed using CRISPR/dCas9 and plant-derived transcription factors for orthogonal gene expression in Salmonella and E. coli.",2023,Communications Biology,"Naseri G., Raasch H., Charpentier E., Erhardt M.",BBa_J23117;BBa_K2151200,biobrick_fulltext_search
PMC10492371,37684613,10.1186/s13068-023-02385-1,Sustainable production of photosynthetic isobutanol and 3-methyl-1-butanol in the cyanobacterium Synechocystis sp. PCC 6803,"Cyanobacteria are emerging as green cell factories for sustainable biofuel and chemical production, due to their photosynthetic ability to use solar energy, carbon dioxide and water in a direct process. The model cyanobacterial strain Synechocystis sp. PCC 6803 has been engineered for the isobutanol and 3-methyl-1-butanol production by introducing a synthetic 2-keto acid pathway. However, the achieved productions still remained low. In the present study, diverse metabolic engineering strategies were implemented in Synechocystis sp. PCC 6803 for further enhanced photosynthetic isobutanol and 3-methyl-1-butanol production. Long-term cultivation was performed on two selected strains resulting in maximum cumulative isobutanol and 3-methyl-1-butanol titers of 1247 mg L−1 and 389 mg L−1, on day 58 and day 48, respectively. Novel Synechocystis strain integrated with a native 2-keto acid pathway was generated and showed a production of 98 mg isobutanol L−1 in short-term screening experiments. Enhanced isobutanol and 3-methyl-1-butanol production was observed when increasing the kivdS286T copy number from three to four. Isobutanol and 3-methyl-1-butanol production was effectively improved when overexpressing selected genes of the central carbon metabolism. Identified genes are potential metabolic engineering targets to further enhance productivity of pyruvate-derived bioproducts in cyanobacteria. Enhanced isobutanol and 3-methyl-1-butanol production was successfully achieved in Synechocystis sp. PCC 6803 strains through diverse metabolic engineering strategies. The maximum cumulative isobutanol and 3-methyl-1-butanol titers, 1247 mg L−1 and 389 mg L−1, respectively, represent the current highest value reported. The significantly enhanced isobutanol and 3-methyl-1-butanol production in this study further pave the way for an industrial application of photosynthetic cyanobacteria-based biofuel and chemical synthesis from CO2. The online version contains supplementary material available at 10.1186/s13068-023-02385-1.",2023,Biotechnology for Biofuels and Bioproducts,"Xie H., Kjellström J., Lindblad P.",BBa_B0015,biobrick_fulltext_search
PMC10510703,37581922,10.1021/acssynbio.3c00232,"Algorithmic Programming
of Sequential Logic and Genetic
Circuits for Recording Biochemical Concentration in a Probiotic Bacterium"," Through
the implementation of designable genetic circuits, engineered
probiotic microorganisms could be used as noninvasive diagnostic tools
for the gastrointestinal tract. For these living cells to report detected
biomarkers or signals after exiting the gut, the genetic circuits
must be able to record these signals by using genetically encoded
memory. Complex memory register circuits could enable multiplex interrogation
of biomarkers and signals. A theory-based approach to create genetic
circuits containing memory, known as sequential logic circuits, was
previously established for a model laboratory strain of Escherichia coli, yet how circuit component performance
varies for nonmodel and clinically relevant bacterial strains is poorly
understood. Here, we develop a scalable computational approach to
design robust sequential logic circuits in probiotic strain Escherichia coli Nissle 1917 (EcN). In this work,
we used TetR-family transcriptional repressors to build genetic logic
gates that can be composed into sequential logic circuits, along with
a set of engineered sensors relevant for use in the gut environment.
Using standard methods, 16 genetic NOT gates and nine sensors were
experimentally characterized in EcN. These data were used to design
and predict the performance of circuit designs. We present a set of
genetic circuits encoding both combinational logic and sequential
logic and show that the circuit outputs are in close agreement with
our quantitative predictions from the design algorithm. Furthermore,
we demonstrate an analog-like concentration recording circuit that
detects and reports three input concentration ranges of a biochemical
signal using sequential logic.",2023,ACS Synthetic Biology,"Lebovich M., Zeng M., Andrews L.",BBa_J23101,biobrick_fulltext_search
PMC10549213,37248049,10.1093/jimb/kuad010,Repurposing of waste PET by microbial biotransformation to functionalized materials for additive manufacturing,"Plastic waste is an outstanding environmental thread. Poly(ethylene terephthalate) (PET) is one of the most abundantly produced single-use plastics worldwide, but its recycling rates are low. In parallel, additive manufacturing is a rapidly evolving technology with wide-ranging applications. Thus, there is a need for a broad spectrum of polymers to meet the demands of this growing industry and address post-use waste materials. This perspective article highlights the potential of designing microbial cell factories to upcycle PET into functionalized chemical building blocks for additive manufacturing. We present the leveraging of PET hydrolyzing enzymes and rewiring the bacterial C2 and aromatic catabolic pathways to obtain high-value chemicals and polymers. Since PET mechanical recycling back to original materials is cost-prohibitive, the biochemical technology is a viable alternative to upcycle PET into novel 3D printing materials, such as replacements for acrylonitrile butadiene styrene. The presented hybrid chemo-bio approaches potentially enable the manufacturing of environmentally friendly degradable or higher-value high-performance polymers and composites and their reuse for a circular economy. Biotransformation of waste PET to high-value platform chemicals for additive manufacturing. Graphical AbstractBiotransformation of waste PET to high-value platform chemicals for additive manufacturing. Biotransformation of waste PET to high-value platform chemicals for additive manufacturing.",2023,Journal of Industrial Microbiology & Biotechnology,"Kolitha B., Jayasekara S., Tannenbaum R., Jasiuk I., Jayakody L.",BBa_J23100,biobrick_fulltext_search
PMC10653904,37791787,10.1128/mbio.01843-23,Synechococcus elongatus Argonaute reduces natural transformation efficiency and provides immunity against exogenous plasmids,"The cyanobacterium Synechococcus elongatus PCC 7942 produces an active prokaryotic Argonaute nuclease, SeAgo, whose function is unknown. Here, we show that SeAgo reduces natural transformation and prevents the maintenance of RSF1010 replicons in S. elongatus. In addition, a Cas4-like nuclease and two other proteins, UvrD and RecJcy (cyanobacterial lineage), were found to reduce the transfer or maintenance of RSF1010 replicons. Like other prokaryotic Argonautes, our results indicate that SeAgo provides defense against invading DNA. An S. elongatus ago deletion strain shares the same morphology, growth rate, and circadian gene expression as the wild type, has higher transformation efficiency, and enables the use of RSF1010-based plasmids for genetic engineering. S. elongatus is an important cyanobacterial model organism for the study of its prokaryotic circadian clock, photosynthesis, and other biological processes. It is also widely used for genetic engineering to produce renewable biochemicals. Our findings reveal an SeAgo-based defense mechanism in S. elongatus against the horizontal transfer of genetic material. We demonstrate that deletion of the ago gene facilitates genetic studies and genetic engineering of S. elongatus.",2023,mBio,"Taton A., Gilderman T., Ernst D., Omaga C., Cohen L., Rey-Bedon C., Golden J., Golden S.",BBa_K592100,biobrick_fulltext_search
PMC10473640,37662419,10.1101/2023.08.06.552196,A parametrized two-domain thermodynamic model explains diverse mutational effects on protein allostery,"New experimental findings continue to challenge our understanding of protein allostery. Recent deep mutational scanning study showed that allosteric hotspots in the tetracycline repressor (TetR) and its homologous transcriptional factors are broadly distributed rather than spanning well-defined structural pathways as often assumed. Moreover, hotspot mutation-induced allostery loss was rescued by distributed additional mutations in a degenerate fashion. Here, we develop a two-domain thermodynamic model for TetR, which readily rationalizes these intriguing observations. The model accurately captures the in vivo activities of various mutants with changes in physically transparent parameters, allowing the data-based quantification of mutational effects using statistical inference. Our analysis reveals the intrinsic connection of intra- and inter-domain properties for allosteric regulation and illustrate epistatic interactions that are consistent with structural features of the protein. The insights gained from this study into the nature of two-domain allostery are expected to have broader implications for other multidomain allosteric proteins.",2024,bioRxiv,"Liu Z., Gillis T., Raman S., Cui Q.",BBa_J23106,biobrick_fulltext_search
PMC10471632,37652926,10.1038/s41467-023-40928-0,Protein engineering and iterative multimodule optimization for vitamin B6 production in Escherichia coli,"Vitamin B6 is an essential nutrient with extensive applications in the medicine, food, animal feed, and cosmetics industries. Pyridoxine (PN), the most common commercial form of vitamin B6, is currently chemically synthesized using expensive and toxic chemicals. However, the low catalytic efficiencies of natural enzymes and the tight regulation of the metabolic pathway have hindered PN production by the microbial fermentation process. Here, we report an engineered Escherichia coli strain for PN production. Parallel pathway engineering is performed to decouple PN production and cell growth. Further, protein engineering is rationally designed including the inefficient enzymes PdxA, PdxJ, and the initial enzymes Epd and Dxs. By the iterative multimodule optimization strategy, the final strain produces 1.4 g/L of PN with productivity of 29.16 mg/L/h by fed-batch fermentation. The strategies reported here will be useful for developing microbial strains for the production of vitamins and other bioproducts having inherently low metabolic fluxes. Pyridoxine (PN), the most common commercial form of vitamin B6, has been chemically synthesized using expensive and toxic chemicals. Here, the authors employ parallel pathway engineering, protein engineering, and iterative multimodule optimization for high level PN production in E. coli.",2023,Nature Communications,"Liu L., Li J., Gai Y., Tian Z., Wang Y., Wang T., Liu P., Yuan Q., Ma H., Lee S.",BBa_J23118,biobrick_fulltext_search
PMC10505557,37666966,10.1038/s41477-023-01459-0,Ectopic callose deposition into woody biomass modulates the nano-architecture of macrofibrils,"Plant biomass plays an increasingly important role in the circular bioeconomy, replacing non-renewable fossil resources. Genetic engineering of this lignocellulosic biomass could benefit biorefinery transformation chains by lowering economic and technological barriers to industrial processing. However, previous efforts have mostly targeted the major constituents of woody biomass: cellulose, hemicellulose and lignin. Here we report the engineering of wood structure through the introduction of callose, a polysaccharide novel to most secondary cell walls. Our multiscale analysis of genetically engineered poplar trees shows that callose deposition modulates cell wall porosity, water and lignin contents and increases the lignin–cellulose distance, ultimately resulting in substantially decreased biomass recalcitrance. We provide a model of the wood cell wall nano-architecture engineered to accommodate the hydrated callose inclusions. Ectopic polymer introduction into biomass manifests in new physico-chemical properties and offers new avenues when considering lignocellulose engineering. Bourdon et al. demonstrate the possibility to ectopically synthesize callose, a polymer restricted to primary cell walls, into Arabidopsis and aspen secondary cell walls to manipulate their ultrastructure and ultimately reduce their recalcitrance.",2023,Nature Plants,"Bourdon M., Lyczakowski J., Cresswell R., Amsbury S., Vilaplana F., Le Guen M., Follain N., Wightman R., Su C., Alatorre-Cobos F.",BBa_K1122676,biobrick_fulltext_search
